,strDrink,dateModified,idDrink,strAlcoholic,strCategory,strDrinkThumb,strGlass,strIBA,strIngredient1,strIngredient10,strIngredient11,strIngredient12,strIngredient13,strIngredient14,strIngredient15,strIngredient2,strIngredient3,strIngredient4,strIngredient5,strIngredient6,strIngredient7,strIngredient8,strIngredient9,strInstructions,strMeasure1,strMeasure10,strMeasure11,strMeasure12,strMeasure13,strMeasure14,strMeasure15,strMeasure2,strMeasure3,strMeasure4,strMeasure5,strMeasure6,strMeasure7,strMeasure8,strMeasure9,strVideo
338,Lady Love Fizz,42986.69517,11634,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/20d63k1504885263.jpg,Cocktail glass,,Gin,,,,,,,Light cream,Powdered sugar,Lemon,Egg white,Carbonated water,,,,"Shake all ingredients (except carbonated water) with ice and strain into a cocktail glass over two ice count. Fill with carbonated water, stir, and serve.",2 oz ,"
","
",,,,,2 tsp ,1 tsp ,0.5 count,1,"
","
","
","
",
339,Lassi - A South Indian Drink,42786.63866,12690,Non alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/iq6scx1487603980.jpg,Highball Glass,,Yoghurt,,,,,,,Water,Cumin seed,Salt,Mint,,,,,"Blend in a blender for 3 seconds. Lassi is one of the easiest things to make, and there are many ways of making it. Basically, it is buttermilk (yoghurt whisked with water), and you can choose almost any consistency that you like, from the thinnest to the thickest. Serve cold.",0.5 cup plain , ,,,,,,0.25 cup cold ,0.5 tsp ground roasted ,0.25 tsp ,0.25 tsp dried , , , , ,
340,Lassi - Mango,42786.63676,12698,Non alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/1bw6sd1487603816.jpg,Highball glass,,Mango,,,,,,,Yoghurt,Sugar,Water,,,,,,Put it all in a blender and pour over crushed ice. You can also use other fruits like strawberries and bananas.,2,,,,,,,2 cups ,0.5 cup ,1 cup iced , , , , , ,
341,Lassi - Sweet,42786.63756,12696,Non alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/9jeifz1487603885.jpg,Highball glass,,Yoghurt,,,,,,,Water,Sugar,Salt,Lemon juice,,,,,Put all ingredients into a blender and blend until nice and frothy. Serve chilled.,1 cup , ,,,,,,2 cups cold ,4 tblsp ,pinch ,2 tblsp , , , , ,
342,Lassi Khara,42786.63854,12692,Non alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/m1suzm1487603970.jpg,Highball Glass,,Yoghurt,,,,,,,Water,Salt,Asafoetida,,,,,,Blend (frappe) in blender until frothy. Add torn curry leaves and serve cold.,1 cup ,,,,,,,2 cups cold ,1 tsp ,1 pinch , , , , , ,
343,Lassi Raita,42786.63811,12694,Non alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/s4x0qj1487603933.jpg,Highball Glass,,Yoghurt,,,,,,,Ice,Sugar,Lime,Salt,,,,,"Blend the yoghurt and ice count together, until the yoghurt becomes more liquid. Add sugar to taste. The lemon/lime is optional but it gives it a slightly tart taste. Dash of salt. Raita is also good for the summer. Instead of having a traditional salad you can make raita instead.",2 cups ,,,,,,,5 count,"
","1 slice
","
","
","
","
","
",
344,Lemon Drop,42980.76964,14366,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/mtpxgk1504373297.jpg,Cocktail glass,,Absolut Vodka,,,,,,,Cointreau,Lemon,,,,,,,Shake and strain into a chilled cocktail glass rimmed with sugar.,0.5 shot ,,,,,,,0.5 shot ,1 count, , , , , ,,
345,Lemon Shot,42786.62707,12752,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/mx31hv1487602979.jpg,Shot glass,,Galliano,,,,,,,Absolut Citron,Lemon,Sugar,151 proof rum,,,,,"Mix Galliano and Absolut Citron in a shot glass, lay lemon wedge sprinkled with sugar over glass and pour a rum over wedge and glass. light rum with a lighter and let burn for a second. Do shot quickly and suck on lemon. If it is done correctly, this will taste like a shot of sweet lemonade.",0.5 oz ,,,,,,,0.5 oz ,"1 count
",fill, , , , , ,
346,Lemouroudji,42786.63594,12702,Non alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/eirmo71487603745.jpg,Highball Glass,,Ginger,,,,,,,Water,Lemon,Sugar,Cayenne pepper,,,,,"Juice the lemons. Peel and grate the ginger. Place the grated ginger and a liberal dash of the cayenne pepper into a piece of cheesecloth, and tie it into a knot. Let soak in the water. After 15 minutes or so, add the sugar, and the lemon juice. Chill, and serve.",2 pieces , ,,,,,,1 gal ,1 lb ,1 cup ,1 tsp , , , , ,
347,Limeade,42786.63519,12704,Non alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/5jdp5r1487603680.jpg,Highball glass,,Lime,,,,,,,Sugar,Soda water,Lime peel,,,,,,"In a large glass, put the lime juice and sugar, and stir well. Add cold seltzer water to fill. Put the lime peels in the glass. Drink. Repeat until limes or soda run out.",1 count,,,,,,,1 tblsp ,"0.25 cup
", , , , , ,,
348,Limona Corona,42250.16044,15086,Alcoholic,Beer,http://www.thecocktaildb.com/images/media/drink/wwqrsw1441248662.jpg,Beer Glass,,Corona,,,,,,,Bacardi Limon,,,,,,,,"Open the Corona. Fill the empty space in the neck in the bottle with the rum. The bottle should be filled to the top. Plug the bottle with your thumb or the palm of your hand. Turn the bottle upside-down so the rum and beer mix. Turn the bottle rightside-up, unplug, and drink.",1 bottle ,,,,,,,1 oz , , , , , ,,,
349,Loch Lomond,42570.47547,11658,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/rpvtpr1468923881.jpg,Cocktail glass,,Scotch,,,,,,,Drambuie,Dry Vermouth,Lemon peel,,,,,,"In a mixing glass half-filled with ice count, combine the Scotch, Drambuie, and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist.",2 oz ,,,,,,,0.5 oz ,0.5 oz ,1 twist of , , , , , ,
350,London Town,42570.47115,11662,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/rpsrqv1468923507.jpg,Cocktail glass,,Gin,,,,,,,Maraschino liqueur,Orange bitters,,,,,,,"In a mixing glass half-filled with ice count, combine all of the ingredients. Stir well. Strain into a cocktail glass.",0.5 oz ,,,,,,,0.5 oz ,2 dashes , , , , , ,,
351,Lone Tree Cocktail,42570.4701,11664,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/tsxpty1468923417.jpg,Cocktail glass,,Sweet Vermouth,,,,,,,Gin,,,,,,,,"Stir ingredients with ice, strain into a cocktail glass, and serve.",0.75 oz ,,,,,,,0.5 oz , , , , , ,,,
352,Lone Tree Cooler,42690.51024,11666,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/wsyqry1479298485.jpg,Collins glass,,Carbonated water,,,,,,,Gin,Dry Vermouth,Powdered sugar,Orange spiral,Lemon peel,,,,"Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice, add gin and vermouth, and stir. Fill with carbonated water and stir again. Add the twist of lemon peel and the orange spiral so that the end dangles over rim of glass.","
","
","
",,,,,"
","
","
","1 slice
","1 slice
","
","
","
",
353,Long Island Iced Tea,42980.73738,17204,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/wx7hsg1504370510.jpg,Highball glass,Contemporary Classics,Vodka,,,,,,,Tequila,Light rum,Gin,Coca-Cola,Lemon peel,,,,Mix all contents in a highball glass and sitr gently. Add dash of Coca-Cola for the coloring and garnish with lemon or lime twist.,0.5 oz , , ,,,,,0.5 oz ,0.5 oz ,0.5 oz ,1 dash ,Twist of , , , ,
354,Long Island Tea,42234.6212,11668,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ywxwqs1439906072.jpg,Highball glass,,Vodka,,,,,,,Light rum,Gin,Tequila,Lemon,Coca-Cola,,,,Combine all ingredients (except cola) and pour over ice in a highball glass. Add the splash of cola for color. Decorate with a slice of lemon and serve.,0.5 oz , , ,,,,,0.5 oz ,0.5 oz ,0.5 oz ,0.5 count,1 splash , , , ,
355,Long vodka,42971.41681,13196,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/9179i01503565212.jpg,Highball glass,,Vodka,,,,,,,Lime,Angostura bitters,Tonic water,Ice,,,,,"Shake a tall glass with ice count and Angostura, coating the inside of the glass. Por the vodka onto this, add 1 slice of lime and squeeze juice out of remainder, mix with tonic, stir and voila you have a Long Vodka",5 cl , ,,,,,,0.5,4 dashes ,1 ml,4, , , , ,
356,Lord And Lady,42570.46781,11670,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/quwrys1468923219.jpg,Old-fashioned glass,,Dark rum,,,,,,,Tia maria,,,,,,,,Pour the rum and Tia Maria into an old-fashioned glass almost filled with ice count. Stir well.,0.5 oz ,,,,,,,0.5 oz , , , , , ,,,
357,Lunch Box,42403.63595,14378,Alcoholic,Beer,http://www.thecocktaildb.com/images/media/drink/qywpvt1454512546.jpg,Pint glass,,Beer,,,,,,,Amaretto,Orange juice,,,,,,,Fill a pint glass almost full with beer. Then fill the rest with orange juice (careful not to fill it to the top). Then take the shot of Amaretto and drop it in.,0.75 bottle ,,,,,,,1 shot ,1 oz , , , , , ,,
358,Mai Tai,42234.63738,11690,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/twyrrp1439907470.jpg,Collins glass,Contemporary Classics,Light rum,,,,,,,Orgeat syrup,Triple sec,Sweet and sour,Cherry,,,,,Shake all ingredients with ice. Strain into glass. Garnish and serve with straw.,1 oz , ,,,,,,0.5 oz ,0.5 oz ,0.5 oz ,1, , , , ,
359,Malibu Twister,42986.69584,15224,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/2dwae41504885321.jpg,Highball glass,,Malibu rum,,,,,,,Tropicana,Cranberry juice,,,,,,,"Add rum & trister then, add cranberry jucie,stir",2 parts ,,,,,,,2 parts ,1 part , , , , , ,,
360,Mango Orange Smoothie,42786.63334,12716,Non alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/vdp2do1487603520.jpg,Highball Glass,,Mango,,,,,,,Orange,,,,,,,,Throw everything into a blender and liquify.,1,,,,,,,2, , , , , ,,,
361,Manhattan,42980.50497,13839,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/ec2jtz1504350429.jpg,Cocktail glass,Unforgettables,Sweet Vermouth,,,,,,,Bourbon,Angostura bitters,Ice,Maraschino cherry,Orange peel,,,,"Stirred over ice, strained into a chilled glass, garnished, and served up.",0.75 oz , , ,,,,,0.5 oz Blended ,dash ,2 count,1,1 twist of , , , ,
362,Margarita,42234.61318,13060,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/wpxpvu1439905379.jpg,Cocktail glass,Contemporary Classics,Tequila,,,,,,,Triple sec,Lime juice,Salt,,,,,,"Rub the rim of the glass with the lime slice to make the salt stick to it. Take care to moisten only the outer rim and sprinkle the salt on it. The salt should present to the lips of the imbiber and never mix into the cocktail. Shake the other ingredients with ice, then carefully pour into the glass.",0.5 oz ,,,,,,,0.5 oz ,1 oz ,,,,,,,
363,Martinez Cocktail,42234.6256,11720,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/wwxwvr1439906452.jpg,Cocktail glass,,Gin,,,,,,,Dry Vermouth,Triple sec,Orange bitters,Cherry,,,,,Stir all ingredients (except cherry) with ice and strain into a cocktail glass. Top with the cherry and serve.,1 oz , ,,,,,,1 oz ,0.25 tsp ,1 dash ,1, , , , ,
364,Martini,42980.53582,11728,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/71t8581504353095.jpg,Cocktail glass,Unforgettables,Gin,,,,,,,Dry Vermouth,Olive,,,,,,,"Straight: Pour all ingredients into mixing glass with ice count. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive.",0.66 oz ,,,,,,,0.33 oz ,1, , , , , ,,
365,Mary Pickford,42980.50645,17188,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/f9erqb1504350557.jpg,Cocktail glass,Unforgettables,Light rum,,,,,,,Pineapple juice,Maraschino liqueur,Grenadine,Maraschino cherry,,,,,Shake and strain into a chilled large cocktail glass,0.5 oz , ,,,,,,1 oz ,0.5 tsp ,0.5 tsp ,1, , , , ,
368,Miami Vice,42249.70087,13936,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/qvuyqw1441208955.jpg,Cocktail glass,,151 proof rum,,,,,,,Pina colada mix,Daiquiri mix,,,,,,,"First: Mix pina colada with 2.5 oz. of rum with ice(set aside). Second: Mix daiquiri with 2.5 oz. of rum with ice. Third: While frozen, add pina colda mix then daiquiri mix in glass (Making sure they do not get mixed together).",5 oz Bacardi ,,,,,,,frozen ,frozen , , , , , ,,
369,Microwave Hot Cocoa,42786.62906,12744,Non alcoholic,Cocoa,http://www.thecocktaildb.com/images/media/drink/8y4x5f1487603151.jpg,Coffee mug,,Sugar,,,,,,,Cocoa powder,Salt,Water,Milk,Vanilla extract,,,,"Combine sugar, cocoa, salt and hot water in 1-quart micro-proof measuring cup (or coffee mug). Microwave at HIGH (100%) for 1 to 1 0.5 minutes or until boiling. Add milk, sitr and microwave an additonal 1 0.5 to 2 minutes or until hot. Stir in vanilla, blend well.",5 tblsp , , ,,,,,3 tblsp ,1 dash ,3 tblsp hot ,2 cups ,0.25 tsp , , , ,
370,Midnight Cowboy,42249.69135,11766,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vsxxwy1441208133.jpg,Cocktail glass,,Bourbon,,,,,,,Dark rum,Heavy cream,,,,,,,"In a shaker half-filled with ice count, combine all of the ingredients. Shake well. Strain into a cocktail glass.",2 oz ,,,,,,,1 oz ,0.5 oz , , , , , ,,
371,Midnight Manx,42249.69249,13825,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/uqqurp1441208231.jpg,Old-fashioned glass,,Kahlua,,,,,,,Bailey's irish cream,Goldschlager,Heavy cream,Coffee,,,,,"Fill a mixer with ice and add Baileys, Kahlua, Goldshlager, and cream. Shake for 5 seconds and Strain into a double rocks glass filled with ice. Add chilled coffee Stir and enjoy!",1 oz , ,,,,,,1 oz ,dash ,2 oz ,2 oz Hazlenut , , , , ,
372,Midnight Mint,42249.6934,14842,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/svuvrq1441208310.jpg,Cocktail glass,,Bailey's irish cream,,,,,,,White Creme de Menthe,Cream,,,,,,,"If available, rim cocktail (Martini) glass with sugar syrup then dip into chocolate flakes or powder. Add ingredients into shaker with ice. Shake well then strain into cocktail glass.",1 oz ,,,,,,,0.75 oz ,0.75 oz double , , , , , ,,
373,Mimosa,42980.73941,17205,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/juhcuu1504370685.jpg,Champagne flute,Contemporary Classics,Champagne,,,,,,,Orange juice,,,,,,,,"Ensure both ingredients are well chilled, then mix into the glass. Serve cold.",Chilled ,,,,,,,2 oz , , , , , ,,,
374,Mississippi Planters Punch,42234.63809,11786,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/urpyqs1439907531.jpg,Collins glass,,Brandy,,,,,,,Light rum,Bourbon,Lemon,Powdered sugar,Carbonated water,,,,"Shake all ingredients (except carbonated water) with ice and strain into a collins glass over ice count. Fill with carbonated water, stir, and serve.",1 oz ,"
","
",,,,,0.5 oz ,0.5 oz ,0.5 count,1 tblsp ,"
","
","
","
",
376,Mojito,42678.38691,13427,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/rxtqps1478251029.jpg,Highball glass,Contemporary Classics,Light rum,,,,,,,Lime,Sugar,Mint,Soda water,,,,,Muddle mint leaves with sugar and lime juice. Add a splash of soda water and fill the glass with cracked ice. Pour the rum and top with soda water. Garnish and serve with straw.,2 oz ,,,,,,,1 count,2 tsp ,3 count,,,,,,
377,Mojito #3,42678.39216,15841,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/vwxrsw1478251483.jpg,Collins glass,,Mint,,,,,,,Lemon juice,Dark rum,Club soda,Angostura bitters,,,,,"Put mint with lemon juice in a glas, mash the mint with a spoon, ice, rum & fill up with club soda. Top it with Angostura.",0.5 count, ,,,,,,3 cl ,125 ml,125 ml,8 drops , , , , ,
378,Monkey Gland,42980.508,17189,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/94psp81504350690.jpg,Cocktail glass,Unforgettables,Gin,,,,,,,Benedictine,Orange juice,Grenadine,,,,,,"Shake well over ice count in a shaker, strain into a chilled cocktail glass.",2 oz ,,,,,,,1 tsp ,0.5 oz ,1 tsp , , , , , ,
379,Monkey Wrench,42980.53836,11798,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/8it05n1504353314.jpg,Old-fashioned glass,,Light rum,,,,,,,Grapefruit juice,Bitters,,,,,,,Pour all of the ingredients into an old-fashioned glass almost filled with ice count. Stir well.,0.5 oz ,,,,,,,3 oz ,1 dash , , , , , ,,
380,Moranguito,42648.52471,16196,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/urpsyq1475667335.jpg,Shot glass,,Absinthe,,,,,,,Tequila,Grenadine,,,,,,,"first you put rhe absinthe, then put tequila, then put the Granadine syrup.",0.4 count,,,,,,,0.4 count,0.2 count, , , , , ,,
381,Moscow Mule,42980.74292,13254,Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/3pylqc1504370988.jpg,Copper Mug,Contemporary Classics,Vodka,,,,,,,Lime juice,Ginger ale,,,,,,,Combine vodka and ginger beer in a highball glass filled with ice. Add lime juice. Stir gently. Garnish.,2 oz ,,,,,,,2 oz ,8 oz , , , , , ,,
382,Mother's Milk,42986.69675,14053,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/7stuuh1504885399.jpg,Shot glass,,Goldschlager,,,,,,,Butterscotch schnapps,Milk,,,,,,,"Shake over ice, strain. Serves two.",1 oz ,,,,,,,1 oz ,1 oz , , , , , ,,
383,Mudslinger,42986.69855,16041,Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/hepk6h1504885554.jpg,Punch bowl,,Southern Comfort,,,,,,,Orange juice,Pepsi Cola,,,,,,,Add all contents to a large jug or punch bowl. Stir well!,750 ml ,,,,,,,1 Liter ,750 ml , , , , , ,,
384,Mulled Wine,42984.9644,12988,Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/iuwi6h1504735724.jpg,Collins Glass,,Water,,,,,,,Sugar,Cloves,Cinnamon,Lemon peel,Red wine,Brandy,,,"Simmer 3 cups water with, sugar, cloves, cinnamon sticks, and lemon peel in a stainless steel pot for 10 minutes. Add wine heat to a ""coffee temperature"" (DO NOT BOIL) then add the brandy.",3 cups , , , ,,,,1 cup ,12,2,1,750 ml ,0.25 cup , , ,
385,National Aquarium,42971.41459,13192,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/dlw0om1503565021.jpg,Collins Glass,,Rum,,,,,,,Vodka,Gin,Blue Curacao,Sour mix,Lemon-lime soda,,,,Pour all ingredients into a shaker of ice. Shake well. Serve on the rocks.,0.5 oz , , ,,,,,0.5 oz ,0.5 oz ,0.5 oz ,2 oz ,1 splash , , , ,
386,Negroni,42234.63341,15549,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/tutwwv1439907127.jpg,Old-fashioned glass,Unforgettables,Gin,,,,,,,Campari,Sweet Vermouth,,,,,,,"Stir into glass over ice, garnish and serve.",1 oz ,,,,,,,1 oz ,1 oz , , , , , ,,
387,New York Lemonade,42971.41983,13204,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/b3n0ge1503565473.jpg,Cocktail glass,,Absolut Citron,,,,,,,Grand Marnier,Lemon juice,Club soda,,,,,,Serve in a chilled cocktail glass. Lemon and sugar the rim. Stir and Strain.,2 oz ,,,,,,,1 oz ,2 oz sweetened ,1 oz , , , , , ,
388,New York Sour,42986.66661,11844,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/61wgch1504882795.jpg,Whiskey sour glass,,Blended whiskey,,,,,,,Lemon,Sugar,Red wine,Lemon,Cherry,,,,"Shake blended whiskey, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Float claret on top. Decorate with the half-slice of lemon and the cherry and serve.",2 oz ,"
","
",,,,,0.5 count,1 tsp ,"fill
","1 slice
",1 count,"
","
","
",
389,Nuked Hot Chocolate,42786.62897,12746,Non alcoholic,Cocoa,http://www.thecocktaildb.com/images/media/drink/xcu6nb1487603142.jpg,Coffee mug,,Cocoa powder,,,,,,,Sugar,Vanilla extract,Milk,,,,,,"Mix with a bit of milk (1 oz or so) in coffee mug. Nuke mug for about 30-50 seconds. Stir until the heated cocoa dissolves. Fill mug with milk. Nuke for 1-2 minutes, depending on wattage and preferences as to burnt mouth parts.",2 tsp ,,,,,,,1 tsp ,0.5 tsp ,12 oz , , , , , ,
390,Nutty Irishman,42250.15294,13861,Alcoholic,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/xspupx1441248014.jpg,Highball Glass,,Bailey's irish cream,,,,,,,Frangelico,Milk,,,,,,,Serve over ice,1 part ,,,,,,,1 part ,1 part , , , , , ,,
391,Old Fashioned,42678.40743,17179,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/vrwquq1478252802.jpg,Old-fashioned glass,Unforgettables,Bourbon,,,,,,,Angostura bitters,Sugar,Water,,,,,,"Place sugar cube in old fashioned glass and saturate with bitters, add a dash of plain water. Muddle until dissolved.
Fill the glass with ice count and add whiskey.

Garnish with orange twist, and a cocktail cherry.",4.5 cL,,,,,,,2 dashes,1 cube,dash,,,,,,
